start_station_id,start_station_name,end_station_id,end_station_name,bike_id,user_type,member_gender,bike_share,distance,start_weekday,duration_minutes,user_age
15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4983,Subscriber,Male,No,2.17,Thursday,8,34
324,Union Square (Powell St at Post St),50,2nd St at Townsend St,5402,Subscriber,Male,No,1.82,Sunday,8,31
130,22nd St Caltrain Station,95,Sanchez St at 15th St,2531,Subscriber,Male,No,3.57,Thursday,20,30
123,Folsom St at 19th St,108,16th St Mission BART,2481,Subscriber,Male,No,0.64,Tuesday,5,47
17,Embarcadero BART Station (Beale St at Market St),30,San Francisco Caltrain (Townsend St at 4th St),4874,Subscriber,Female,No,1.75,Friday,12,22
183,Telegraph Ave at 19th St,193,Grand Ave at Santa Clara Ave,3753,Subscriber,Male,No,2.05,Wednesday,9,50
98,Valencia St at 16th St,93,4th St at Mission Bay Blvd S,5548,Subscriber,Male,No,2.76,Sunday,31,25
296,5th St at Virginia St,280,San Fernando St at 7th St,4010,Subscriber,Male,Yes,1.35,Tuesday,5,23
214,Market St at Brockhurst St,176,MacArthur BART Station,5171,Subscriber,Male,No,1.0,Thursday,6,46
25,Howard St at 2nd St,86,Market St at Dolores St,2206,Subscriber,Female,No,3.28,Friday,20,29
58,Market St at 10th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3392,Subscriber,Female,No,0.7,Friday,4,43
251,California St at University Ave,265,Ninth St at Parker St,4477,Subscriber,Female,No,1.65,Thursday,8,31
98,Valencia St at 16th St,85,Church St at Duboce Ave,5949,Subscriber,Male,No,0.85,Sunday,6,35
88,11th St at Bryant St,122,19th St at Mission St,477,Customer,Male,No,1.25,Friday,7,28
253,Haste St at College Ave,246,Berkeley Civic Center,923,Subscriber,Male,No,1.5,Sunday,9,21
28,The Embarcadero at Bryant St,15,San Francisco Ferry Building (Harry Bridges Plaza),1985,Subscriber,Male,No,1.06,Monday,4,32
22,Howard St at Beale St,62,Victoria Manalo Draves Park,535,Subscriber,Male,No,1.69,Friday,13,24
